seller_id,purchase_year,delayed_count,non_delayed_count,seller_zip_code_prefix,seller_city,seller_state
c8b3445d737de6befde0c88ede534a5e,2018,1,13,5734,sao paulo,SP
c9c7905cffc4ef9ff9f113554423e671,2018,11,69,6871,itapecerica da serra,SP
ca3bd7cd9f149df75950150d010fe4a2,2018,3,24,4361,sao paulo,SP
cab85505710c7cb9b720bceb52b01cee,2018,5,98,2252,sao paulo,SP
cac4c8e7b1ca6252d8f20b2fc1a2e4af,2018,13,31,13347,indaiatuba,SP
cb3dd9ce66268c7a3ca7241ac70ab58c,2018,2,9,3028,sao paulo,SP
cb8bcce248bb1fb274ba762d8b971456,2018,0,20,37540,santa rita do sapucai,MG
cbd996ad3c1b7dc71fd0e5f5df9087e2,2018,9,76,15081,sao jose do rio preto,SP
cc3d14116804f7209f3884f6367f1152,2018,0,16,82940,curitiba,PR
cc419e0650a3c5ba77189a1882b7556a,2018,47,427,9015,santo andre,SP
cca3071e3e9bb7d12640c9fbe2301306,2018,6,69,14940,ibitinga,SP
ccc4bbb5f32a6ab2b7066a4130f114e3,2018,8,77,80310,curitiba,PR
cd68562d3f44870c08922d380acae552,2018,7,19,14050,ribeirao preto,SP
ce248b21cb2adc36282ede306b7660e5,2018,3,34,89251,jaragua do sul,SC
ce27a3cc3c8cc1ea79d11e561e9bebb6,2018,2,21,3006,sao paulo,SP
ce7d1888639e6fb06b2749cbfdac1ff7,2018,7,46,37443,baependi,MG
cee48807215b30a12ca2ca10ffb5f250,2018,4,21,11431,guaruja,SP
cfb1a033743668a192316f3c6d1d2671,2018,6,29,18110,votorantim,SP
d05ae8f7a5bd1d2a690a44cd079e4e27,2018,4,33,22775,rio de janeiro,RJ
d12c926d74ceff0a90a21184466ce161,2018,0,18,2634,sao paulo,SP
d1c281d3ae149232351cd8c8cc885f0d,2018,7,41,14940,ibitinga,SP
d20b021d3efdf267a402c402a48ea64b,2018,9,18,14940,ibitinga,SP
d2374cbcbb3ca4ab1086534108cc3ab7,2018,21,179,14940,ibitinga,SP
d379f449f2a3b271bc01c0782020f705,2018,1,13,35500,divinopolis,MG
d57e18d5f73c7ccb7f7339b61166898d,2018,1,46,3613,sao paulo,SP
d673a59aac7a70d8b01e6902bf090a11,2018,8,49,14940,ibitinga,SP
d91fb3b7d041e83b64a00a3edfb37e4f,2018,23,346,11704,praia grande,SP
d94a40fd42351c259927028d163af842,2018,3,54,37443,baependi,MG
d98eec89afa3380e14463da2aabaea72,2018,4,50,90010,porto alegre,RS
da8622b14eb17ae2831f4ac5b9dab84a,2018,59,691,13405,piracicaba,SP
daeb5653dd96c1b11860f72209795012,2018,1,20,31310,belo horizonte,MG
db4350fd57ae30082dec7acbaacc17f9,2018,2,24,3126,sao paulo,SP
dbb9b48c841a0e39e21f98e1a6b2ec3e,2018,1,18,3929,sao paulo,SP
dbc22125167c298ef99da25668e1011f,2018,2,127,37564,borda da mata,MG
dbd66278cbfe1aa1000f90a217ca4695,2018,3,59,5588,sao paulo,SP
dc4a0fc896dc34b0d5bfec8438291c80,2018,3,27,14940,ibitinga,SP
dd55f1bb788714a40e7954c3be6df745,2018,2,17,1021,sao paulo,SP
dd7ddc04e1b6c2c614352b383efe2d36,2018,9,50,3471,sao paulo,SP
de23c3b98a88888289c6f5cc1209054a,2018,9,53,5530,sao paulo,SP
dee656f0f566ed1aa85bd137c943f08f,2018,5,52,12701,cruzeiro,SP
dfc5fb7259bb2b599ca565e6e9448f0f,2018,1,19,9780,sao bernardo do campo,SP
e067ad2c1c0b48758eb1b5228bcf7a68,2018,2,32,11045,santos,SP
e0a366315b1b726b6c7832d664c0f530,2018,2,27,2258,sao paulo,SP
e2aee0892199b1d92530e371abd825bf,2018,3,7,86600,rolandia,PR
e333046ce6517bd8bb510291d44f0130,2018,3,39,18950,ipaussu,SP
e59aa562b9f8076dd550fcddf0e73491,2018,6,48,82810,curitiba,PR
e5a3438891c0bfdb9394643f95273d8e,2018,22,83,13483,limeira,SP
e5a38146df062edaf55c38afa99e42dc,2018,10,57,1233,sao paulo,SP
e62b2d6ac10570a035a30bafcf01d263,2018,6,44,5767,sao paulo,SP
e63e8bfa530fb16910dd6956e592bb81,2018,1,17,7160,guarulhos,SP
e7df4cd29ab5abab70fb0783ddb53987,2018,3,7,4122,sao paulo,SP
e8b3a3a38279a82f0e5d006d5e5b7d2c,2018,2,33,87230,jussara,PR
e96498ed8daaa3e9c23f7a62da76591c,2018,3,19,5373,sao paulo,SP
e9779976487b77c6d4ac45f75ec7afe9,2018,35,375,11701,praia grande,SP
e9bc59e7b60fc3063eb2290deda4cced,2018,20,96,87083,maringa,PR
e9d99831abad74458942f21e16f33f92,2018,6,26,3542,sao paulo,SP
ea8482cd71df3c1969d7b9473ff13abc,2018,89,694,4160,sao paulo,SP
ebd2d60905fb58271facef5596b620d3,2018,1,18,18683,lencois paulista,SP
ec8879960bd2221d5c32f8e12f7da711,2018,5,12,13253,itatiba,SP
ececbfcff9804a2d6b40f589df8eef2b,2018,10,68,14407,franca,SP
ed4acab38528488b65a9a9c603ff024a,2018,0,17,8260,sao paulo,SP
edb1ef5e36e0c8cd84eb3c9b003e486d,2018,12,112,25957,teresopolis,RJ
eeb6de78f79159600292e314a77cbd18,2018,3,23,88501,lages,SC
ef0ace09169ac090589d85746e3e036f,2018,11,96,24451,sao goncalo,RJ
ef506c96320abeedfb894c34db06f478,2018,8,60,3569,sao paulo,SP
efcd8d2104f1a05d028af7bad20d974b,2018,0,16,16012,aracatuba,SP
f0b47fbbc6dee9aafe415a6e33051b3f,2018,5,48,9360,maua,SP
f214d28e8d8e3ef068748498ccc2f813,2018,0,31,3872,sao paulo,SP
f262cbc1c910c83959f849465454ddd3,2018,15,152,3564,sao paulo,SP
f27e33c6d29b5138fa9967bcd445b6d5,2018,3,37,4273,sao paulo,SP
f3b80352b986ab4d1057a4b724be19d0,2018,0,32,71200,brasilia,DF
f3da5b2ff499efb8d4a6d371d175d7dd,2018,5,55,2407,sao paulo,SP
f45122a9ab94eb4f3f8953578bc0c560,2018,5,45,13419,piracicaba,SP
f5a590cf36251cf1162ea35bef76fe84,2018,5,67,9720,sao bernardo do campo,SP
f61c63d13f7cd800549d5acdd390ae72,2018,2,14,18185,pilar do sul,SP
f680f85bee2d253556ac91be391d2c82,2018,1,24,6365,carapicuiba,SP
f7496d659ca9fdaf323c0aae84176632,2018,1,11,4156,sao paulo,SP
f7720c4fa8e3aba4546301ab80ea1f1b,2018,2,41,81350,curitiba,PR
f789d2c4f2c2eb38fc4373e7a4b35264,2018,2,25,36010,juiz de fora,MG
f7ba60f8c3f99e7ee4042fdef03b70c4,2018,28,143,9628,sao bernardo do campo,SP
f80edd2c5aaa505cc4b0a3b219abf4b8,2018,4,75,3431,sao paulo,SP
f84a00e60c73a49e7e851c9bdca3a5bb,2018,9,43,20756,rio de janeiro,RJ
f8db351d8c4c4c22c6835c19a46f01b0,2018,18,236,13324,salto,SP
fa1a9dec3a9940c072684a46728bf1fc,2018,0,17,88820,icara,SC
fa1c13f2614d7b5c4749cbc52fecda94,2018,39,245,13170,sumare,SP
fa40cc5b934574b62717c68f3d678b6d,2018,8,62,2310,sao paulo,SP
fcb5ace8bcc92f75707dc0f01a27d269,2018,1,43,7032,guarulhos,SP
fdb9095204a334cd8872252ffec6f2db,2018,3,15,3331,sao paulo,SP
fe2032dab1a61af8794248c8196565c9,2018,13,114,13030,campinas,SP
febab0275244b9a49a623f0bd613ca2f,2018,3,36,13920,pedreira,SP
ff063b022a9a0aab91bad2c9088760b7,2018,2,63,9171,santo andre,SP
fffd5413c0700ac820c7069d66d98c89,2018,6,31,13908,amparo,SP
